image_id,0
2-8684,"[{""video_id"":2,""sequence"":29859,""video_frame"":8684,""sequence_frame"":912,""image_id"":""2-8684"",""annotations"":[]}]"
2-8685,"[{""video_id"":2,""sequence"":29859,""video_frame"":8685,""sequence_frame"":913,""image_id"":""2-8685"",""annotations"":[]}]"
2-8686,"[{""video_id"":2,""sequence"":29859,""video_frame"":8686,""sequence_frame"":914,""image_id"":""2-8686"",""annotations"":[]}]"
2-8687,"[{""video_id"":2,""sequence"":29859,""video_frame"":8687,""sequence_frame"":915,""image_id"":""2-8687"",""annotations"":[]}]"
2-8688,"[{""video_id"":2,""sequence"":29859,""video_frame"":8688,""sequence_frame"":916,""image_id"":""2-8688"",""annotations"":[]}]"
2-8689,"[{""video_id"":2,""sequence"":29859,""video_frame"":8689,""sequence_frame"":917,""image_id"":""2-8689"",""annotations"":[]}]"
2-869,"[{""video_id"":2,""sequence"":37114,""video_frame"":869,""sequence_frame"":869,""image_id"":""2-869"",""annotations"":[]}]"
2-8690,"[{""video_id"":2,""sequence"":29859,""video_frame"":8690,""sequence_frame"":918,""image_id"":""2-8690"",""annotations"":[]}]"
2-8691,"[{""video_id"":2,""sequence"":29859,""video_frame"":8691,""sequence_frame"":919,""image_id"":""2-8691"",""annotations"":[]}]"
2-8692,"[{""video_id"":2,""sequence"":29859,""video_frame"":8692,""sequence_frame"":920,""image_id"":""2-8692"",""annotations"":[]}]"
2-8693,"[{""video_id"":2,""sequence"":29859,""video_frame"":8693,""sequence_frame"":921,""image_id"":""2-8693"",""annotations"":[]}]"
2-8694,"[{""video_id"":2,""sequence"":29859,""video_frame"":8694,""sequence_frame"":922,""image_id"":""2-8694"",""annotations"":[]}]"
2-8695,"[{""video_id"":2,""sequence"":29859,""video_frame"":8695,""sequence_frame"":923,""image_id"":""2-8695"",""annotations"":[]}]"
2-8696,"[{""video_id"":2,""sequence"":29859,""video_frame"":8696,""sequence_frame"":924,""image_id"":""2-8696"",""annotations"":[]}]"
2-8697,"[{""video_id"":2,""sequence"":29859,""video_frame"":8697,""sequence_frame"":925,""image_id"":""2-8697"",""annotations"":[]}]"
2-8698,"[{""video_id"":2,""sequence"":29859,""video_frame"":8698,""sequence_frame"":926,""image_id"":""2-8698"",""annotations"":[]}]"
2-8699,"[{""video_id"":2,""sequence"":29859,""video_frame"":8699,""sequence_frame"":927,""image_id"":""2-8699"",""annotations"":[]}]"
2-87,"[{""video_id"":2,""sequence"":37114,""video_frame"":87,""sequence_frame"":87,""image_id"":""2-87"",""annotations"":[]}]"
2-870,"[{""video_id"":2,""sequence"":37114,""video_frame"":870,""sequence_frame"":870,""image_id"":""2-870"",""annotations"":[]}]"
2-8700,"[{""video_id"":2,""sequence"":29859,""video_frame"":8700,""sequence_frame"":928,""image_id"":""2-8700"",""annotations"":[]}]"
2-8701,"[{""video_id"":2,""sequence"":29859,""video_frame"":8701,""sequence_frame"":929,""image_id"":""2-8701"",""annotations"":[]}]"
2-8702,"[{""video_id"":2,""sequence"":29859,""video_frame"":8702,""sequence_frame"":930,""image_id"":""2-8702"",""annotations"":[]}]"
2-8703,"[{""video_id"":2,""sequence"":29859,""video_frame"":8703,""sequence_frame"":931,""image_id"":""2-8703"",""annotations"":[]}]"
2-8704,"[{""video_id"":2,""sequence"":29859,""video_frame"":8704,""sequence_frame"":932,""image_id"":""2-8704"",""annotations"":[]}]"
2-8705,"[{""video_id"":2,""sequence"":29859,""video_frame"":8705,""sequence_frame"":933,""image_id"":""2-8705"",""annotations"":[]}]"
2-8706,"[{""video_id"":2,""sequence"":29859,""video_frame"":8706,""sequence_frame"":934,""image_id"":""2-8706"",""annotations"":[]}]"
2-8707,"[{""video_id"":2,""sequence"":29859,""video_frame"":8707,""sequence_frame"":935,""image_id"":""2-8707"",""annotations"":[]}]"
2-8708,"[{""video_id"":2,""sequence"":29859,""video_frame"":8708,""sequence_frame"":936,""image_id"":""2-8708"",""annotations"":[]}]"
2-8709,"[{""video_id"":2,""sequence"":29859,""video_frame"":8709,""sequence_frame"":937,""image_id"":""2-8709"",""annotations"":[]}]"
2-871,"[{""video_id"":2,""sequence"":37114,""video_frame"":871,""sequence_frame"":871,""image_id"":""2-871"",""annotations"":[]}]"
2-8710,"[{""video_id"":2,""sequence"":29859,""video_frame"":8710,""sequence_frame"":938,""image_id"":""2-8710"",""annotations"":[]}]"
2-8711,"[{""video_id"":2,""sequence"":29859,""video_frame"":8711,""sequence_frame"":939,""image_id"":""2-8711"",""annotations"":[]}]"
2-8712,"[{""video_id"":2,""sequence"":29859,""video_frame"":8712,""sequence_frame"":940,""image_id"":""2-8712"",""annotations"":[]}]"
2-8713,"[{""video_id"":2,""sequence"":29859,""video_frame"":8713,""sequence_frame"":941,""image_id"":""2-8713"",""annotations"":[]}]"
2-8714,"[{""video_id"":2,""sequence"":29859,""video_frame"":8714,""sequence_frame"":942,""image_id"":""2-8714"",""annotations"":[]}]"
2-8715,"[{""video_id"":2,""sequence"":29859,""video_frame"":8715,""sequence_frame"":943,""image_id"":""2-8715"",""annotations"":[]}]"
2-8716,"[{""video_id"":2,""sequence"":29859,""video_frame"":8716,""sequence_frame"":944,""image_id"":""2-8716"",""annotations"":[]}]"
2-8717,"[{""video_id"":2,""sequence"":29859,""video_frame"":8717,""sequence_frame"":945,""image_id"":""2-8717"",""annotations"":[]}]"
2-8718,"[{""video_id"":2,""sequence"":29859,""video_frame"":8718,""sequence_frame"":946,""image_id"":""2-8718"",""annotations"":[]}]"
2-8719,"[{""video_id"":2,""sequence"":29859,""video_frame"":8719,""sequence_frame"":947,""image_id"":""2-8719"",""annotations"":[]}]"
2-872,"[{""video_id"":2,""sequence"":37114,""video_frame"":872,""sequence_frame"":872,""image_id"":""2-872"",""annotations"":[]}]"
2-8720,"[{""video_id"":2,""sequence"":29859,""video_frame"":8720,""sequence_frame"":948,""image_id"":""2-8720"",""annotations"":[]}]"
2-8721,"[{""video_id"":2,""sequence"":29859,""video_frame"":8721,""sequence_frame"":949,""image_id"":""2-8721"",""annotations"":[]}]"
2-8722,"[{""video_id"":2,""sequence"":29859,""video_frame"":8722,""sequence_frame"":950,""image_id"":""2-8722"",""annotations"":[]}]"
2-8723,"[{""video_id"":2,""sequence"":29859,""video_frame"":8723,""sequence_frame"":951,""image_id"":""2-8723"",""annotations"":[]}]"
2-8724,"[{""video_id"":2,""sequence"":29859,""video_frame"":8724,""sequence_frame"":952,""image_id"":""2-8724"",""annotations"":[]}]"
2-8725,"[{""video_id"":2,""sequence"":29859,""video_frame"":8725,""sequence_frame"":953,""image_id"":""2-8725"",""annotations"":[]}]"
2-8726,"[{""video_id"":2,""sequence"":29859,""video_frame"":8726,""sequence_frame"":954,""image_id"":""2-8726"",""annotations"":[]}]"
2-8727,"[{""video_id"":2,""sequence"":29859,""video_frame"":8727,""sequence_frame"":955,""image_id"":""2-8727"",""annotations"":[]}]"
2-8728,"[{""video_id"":2,""sequence"":29859,""video_frame"":8728,""sequence_frame"":956,""image_id"":""2-8728"",""annotations"":[]}]"
2-8729,"[{""video_id"":2,""sequence"":29859,""video_frame"":8729,""sequence_frame"":957,""image_id"":""2-8729"",""annotations"":[]}]"
2-873,"[{""video_id"":2,""sequence"":37114,""video_frame"":873,""sequence_frame"":873,""image_id"":""2-873"",""annotations"":[]}]"
2-8730,"[{""video_id"":2,""sequence"":29859,""video_frame"":8730,""sequence_frame"":958,""image_id"":""2-8730"",""annotations"":[]}]"
2-8731,"[{""video_id"":2,""sequence"":29859,""video_frame"":8731,""sequence_frame"":959,""image_id"":""2-8731"",""annotations"":[]}]"
2-8732,"[{""video_id"":2,""sequence"":29859,""video_frame"":8732,""sequence_frame"":960,""image_id"":""2-8732"",""annotations"":[]}]"
2-8733,"[{""video_id"":2,""sequence"":29859,""video_frame"":8733,""sequence_frame"":961,""image_id"":""2-8733"",""annotations"":[]}]"
2-8734,"[{""video_id"":2,""sequence"":29859,""video_frame"":8734,""sequence_frame"":962,""image_id"":""2-8734"",""annotations"":[]}]"
2-8735,"[{""video_id"":2,""sequence"":29859,""video_frame"":8735,""sequence_frame"":963,""image_id"":""2-8735"",""annotations"":[]}]"
2-8736,"[{""video_id"":2,""sequence"":29859,""video_frame"":8736,""sequence_frame"":964,""image_id"":""2-8736"",""annotations"":[]}]"
2-8737,"[{""video_id"":2,""sequence"":29859,""video_frame"":8737,""sequence_frame"":965,""image_id"":""2-8737"",""annotations"":[]}]"
2-8738,"[{""video_id"":2,""sequence"":29859,""video_frame"":8738,""sequence_frame"":966,""image_id"":""2-8738"",""annotations"":[]}]"
2-8739,"[{""video_id"":2,""sequence"":29859,""video_frame"":8739,""sequence_frame"":967,""image_id"":""2-8739"",""annotations"":[]}]"
2-874,"[{""video_id"":2,""sequence"":37114,""video_frame"":874,""sequence_frame"":874,""image_id"":""2-874"",""annotations"":[]}]"
2-8740,"[{""video_id"":2,""sequence"":29859,""video_frame"":8740,""sequence_frame"":968,""image_id"":""2-8740"",""annotations"":[]}]"
2-8741,"[{""video_id"":2,""sequence"":29859,""video_frame"":8741,""sequence_frame"":969,""image_id"":""2-8741"",""annotations"":[]}]"
2-8742,"[{""video_id"":2,""sequence"":29859,""video_frame"":8742,""sequence_frame"":970,""image_id"":""2-8742"",""annotations"":[]}]"
2-8743,"[{""video_id"":2,""sequence"":29859,""video_frame"":8743,""sequence_frame"":971,""image_id"":""2-8743"",""annotations"":[]}]"
2-8744,"[{""video_id"":2,""sequence"":29859,""video_frame"":8744,""sequence_frame"":972,""image_id"":""2-8744"",""annotations"":[]}]"
2-8745,"[{""video_id"":2,""sequence"":29859,""video_frame"":8745,""sequence_frame"":973,""image_id"":""2-8745"",""annotations"":[]}]"
2-8746,"[{""video_id"":2,""sequence"":29859,""video_frame"":8746,""sequence_frame"":974,""image_id"":""2-8746"",""annotations"":[]}]"
2-8747,"[{""video_id"":2,""sequence"":29859,""video_frame"":8747,""sequence_frame"":975,""image_id"":""2-8747"",""annotations"":[]}]"
2-8748,"[{""video_id"":2,""sequence"":29859,""video_frame"":8748,""sequence_frame"":976,""image_id"":""2-8748"",""annotations"":[]}]"
2-8749,"[{""video_id"":2,""sequence"":29859,""video_frame"":8749,""sequence_frame"":977,""image_id"":""2-8749"",""annotations"":[]}]"
2-875,"[{""video_id"":2,""sequence"":37114,""video_frame"":875,""sequence_frame"":875,""image_id"":""2-875"",""annotations"":[]}]"
2-8750,"[{""video_id"":2,""sequence"":29859,""video_frame"":8750,""sequence_frame"":978,""image_id"":""2-8750"",""annotations"":[]}]"
2-8751,"[{""video_id"":2,""sequence"":29859,""video_frame"":8751,""sequence_frame"":979,""image_id"":""2-8751"",""annotations"":[]}]"
2-8752,"[{""video_id"":2,""sequence"":29859,""video_frame"":8752,""sequence_frame"":980,""image_id"":""2-8752"",""annotations"":[]}]"
2-8753,"[{""video_id"":2,""sequence"":29859,""video_frame"":8753,""sequence_frame"":981,""image_id"":""2-8753"",""annotations"":[]}]"
2-8754,"[{""video_id"":2,""sequence"":29859,""video_frame"":8754,""sequence_frame"":982,""image_id"":""2-8754"",""annotations"":[]}]"
2-8755,"[{""video_id"":2,""sequence"":29859,""video_frame"":8755,""sequence_frame"":983,""image_id"":""2-8755"",""annotations"":[]}]"
2-8756,"[{""video_id"":2,""sequence"":29859,""video_frame"":8756,""sequence_frame"":984,""image_id"":""2-8756"",""annotations"":[]}]"
2-8757,"[{""video_id"":2,""sequence"":29859,""video_frame"":8757,""sequence_frame"":985,""image_id"":""2-8757"",""annotations"":[]}]"
2-8758,"[{""video_id"":2,""sequence"":29859,""video_frame"":8758,""sequence_frame"":986,""image_id"":""2-8758"",""annotations"":[]}]"
2-8759,"[{""video_id"":2,""sequence"":29859,""video_frame"":8759,""sequence_frame"":987,""image_id"":""2-8759"",""annotations"":[]}]"
2-876,"[{""video_id"":2,""sequence"":37114,""video_frame"":876,""sequence_frame"":876,""image_id"":""2-876"",""annotations"":[]}]"
2-8760,"[{""video_id"":2,""sequence"":29859,""video_frame"":8760,""sequence_frame"":988,""image_id"":""2-8760"",""annotations"":[]}]"
2-8761,"[{""video_id"":2,""sequence"":29859,""video_frame"":8761,""sequence_frame"":989,""image_id"":""2-8761"",""annotations"":[]}]"
2-8762,"[{""video_id"":2,""sequence"":29859,""video_frame"":8762,""sequence_frame"":990,""image_id"":""2-8762"",""annotations"":[]}]"
2-8763,"[{""video_id"":2,""sequence"":29859,""video_frame"":8763,""sequence_frame"":991,""image_id"":""2-8763"",""annotations"":[]}]"
2-8764,"[{""video_id"":2,""sequence"":29859,""video_frame"":8764,""sequence_frame"":992,""image_id"":""2-8764"",""annotations"":[]}]"
2-8765,"[{""video_id"":2,""sequence"":29859,""video_frame"":8765,""sequence_frame"":993,""image_id"":""2-8765"",""annotations"":[]}]"
2-8766,"[{""video_id"":2,""sequence"":29859,""video_frame"":8766,""sequence_frame"":994,""image_id"":""2-8766"",""annotations"":[]}]"
2-8767,"[{""video_id"":2,""sequence"":29859,""video_frame"":8767,""sequence_frame"":995,""image_id"":""2-8767"",""annotations"":[]}]"
2-8768,"[{""video_id"":2,""sequence"":29859,""video_frame"":8768,""sequence_frame"":996,""image_id"":""2-8768"",""annotations"":[]}]"
2-8769,"[{""video_id"":2,""sequence"":29859,""video_frame"":8769,""sequence_frame"":997,""image_id"":""2-8769"",""annotations"":[]}]"
2-877,"[{""video_id"":2,""sequence"":37114,""video_frame"":877,""sequence_frame"":877,""image_id"":""2-877"",""annotations"":[]}]"
2-8770,"[{""video_id"":2,""sequence"":29859,""video_frame"":8770,""sequence_frame"":998,""image_id"":""2-8770"",""annotations"":[]}]"
2-8771,"[{""video_id"":2,""sequence"":29859,""video_frame"":8771,""sequence_frame"":999,""image_id"":""2-8771"",""annotations"":[]}]"
2-8772,"[{""video_id"":2,""sequence"":29859,""video_frame"":8772,""sequence_frame"":1000,""image_id"":""2-8772"",""annotations"":[]}]"
2-8773,"[{""video_id"":2,""sequence"":29859,""video_frame"":8773,""sequence_frame"":1001,""image_id"":""2-8773"",""annotations"":[]}]"
2-8774,"[{""video_id"":2,""sequence"":29859,""video_frame"":8774,""sequence_frame"":1002,""image_id"":""2-8774"",""annotations"":[]}]"
2-8775,"[{""video_id"":2,""sequence"":29859,""video_frame"":8775,""sequence_frame"":1003,""image_id"":""2-8775"",""annotations"":[]}]"
2-8776,"[{""video_id"":2,""sequence"":29859,""video_frame"":8776,""sequence_frame"":1004,""image_id"":""2-8776"",""annotations"":[]}]"
2-8777,"[{""video_id"":2,""sequence"":29859,""video_frame"":8777,""sequence_frame"":1005,""image_id"":""2-8777"",""annotations"":[]}]"
2-8778,"[{""video_id"":2,""sequence"":29859,""video_frame"":8778,""sequence_frame"":1006,""image_id"":""2-8778"",""annotations"":[]}]"
2-8779,"[{""video_id"":2,""sequence"":29859,""video_frame"":8779,""sequence_frame"":1007,""image_id"":""2-8779"",""annotations"":[]}]"
2-878,"[{""video_id"":2,""sequence"":37114,""video_frame"":878,""sequence_frame"":878,""image_id"":""2-878"",""annotations"":[]}]"
2-8780,"[{""video_id"":2,""sequence"":29859,""video_frame"":8780,""sequence_frame"":1008,""image_id"":""2-8780"",""annotations"":[]}]"
2-8781,"[{""video_id"":2,""sequence"":29859,""video_frame"":8781,""sequence_frame"":1009,""image_id"":""2-8781"",""annotations"":[]}]"
2-8782,"[{""video_id"":2,""sequence"":29859,""video_frame"":8782,""sequence_frame"":1010,""image_id"":""2-8782"",""annotations"":[]}]"
2-8783,"[{""video_id"":2,""sequence"":29859,""video_frame"":8783,""sequence_frame"":1011,""image_id"":""2-8783"",""annotations"":[]}]"
2-8784,"[{""video_id"":2,""sequence"":29859,""video_frame"":8784,""sequence_frame"":1012,""image_id"":""2-8784"",""annotations"":[]}]"
2-8785,"[{""video_id"":2,""sequence"":29859,""video_frame"":8785,""sequence_frame"":1013,""image_id"":""2-8785"",""annotations"":[]}]"
2-8786,"[{""video_id"":2,""sequence"":29859,""video_frame"":8786,""sequence_frame"":1014,""image_id"":""2-8786"",""annotations"":[]}]"
2-8787,"[{""video_id"":2,""sequence"":29859,""video_frame"":8787,""sequence_frame"":1015,""image_id"":""2-8787"",""annotations"":[]}]"
2-8788,"[{""video_id"":2,""sequence"":29859,""video_frame"":8788,""sequence_frame"":1016,""image_id"":""2-8788"",""annotations"":[]}]"
2-8789,"[{""video_id"":2,""sequence"":29859,""video_frame"":8789,""sequence_frame"":1017,""image_id"":""2-8789"",""annotations"":[]}]"
2-879,"[{""video_id"":2,""sequence"":37114,""video_frame"":879,""sequence_frame"":879,""image_id"":""2-879"",""annotations"":[]}]"
2-8790,"[{""video_id"":2,""sequence"":29859,""video_frame"":8790,""sequence_frame"":1018,""image_id"":""2-8790"",""annotations"":[]}]"
2-8791,"[{""video_id"":2,""sequence"":29859,""video_frame"":8791,""sequence_frame"":1019,""image_id"":""2-8791"",""annotations"":[]}]"
2-8792,"[{""video_id"":2,""sequence"":29859,""video_frame"":8792,""sequence_frame"":1020,""image_id"":""2-8792"",""annotations"":[]}]"
2-8793,"[{""video_id"":2,""sequence"":29859,""video_frame"":8793,""sequence_frame"":1021,""image_id"":""2-8793"",""annotations"":[]}]"
2-8794,"[{""video_id"":2,""sequence"":29859,""video_frame"":8794,""sequence_frame"":1022,""image_id"":""2-8794"",""annotations"":[]}]"
2-8795,"[{""video_id"":2,""sequence"":29859,""video_frame"":8795,""sequence_frame"":1023,""image_id"":""2-8795"",""annotations"":[]}]"
2-8796,"[{""video_id"":2,""sequence"":29859,""video_frame"":8796,""sequence_frame"":1024,""image_id"":""2-8796"",""annotations"":[]}]"
2-8797,"[{""video_id"":2,""sequence"":29859,""video_frame"":8797,""sequence_frame"":1025,""image_id"":""2-8797"",""annotations"":[]}]"
2-8798,"[{""video_id"":2,""sequence"":29859,""video_frame"":8798,""sequence_frame"":1026,""image_id"":""2-8798"",""annotations"":[]}]"
2-8799,"[{""video_id"":2,""sequence"":29859,""video_frame"":8799,""sequence_frame"":1027,""image_id"":""2-8799"",""annotations"":[]}]"
2-88,"[{""video_id"":2,""sequence"":37114,""video_frame"":88,""sequence_frame"":88,""image_id"":""2-88"",""annotations"":[]}]"
2-880,"[{""video_id"":2,""sequence"":37114,""video_frame"":880,""sequence_frame"":880,""image_id"":""2-880"",""annotations"":[]}]"
2-8800,"[{""video_id"":2,""sequence"":29859,""video_frame"":8800,""sequence_frame"":1028,""image_id"":""2-8800"",""annotations"":[]}]"
2-8801,"[{""video_id"":2,""sequence"":29859,""video_frame"":8801,""sequence_frame"":1029,""image_id"":""2-8801"",""annotations"":[]}]"
2-8802,"[{""video_id"":2,""sequence"":29859,""video_frame"":8802,""sequence_frame"":1030,""image_id"":""2-8802"",""annotations"":[]}]"
2-8803,"[{""video_id"":2,""sequence"":29859,""video_frame"":8803,""sequence_frame"":1031,""image_id"":""2-8803"",""annotations"":[]}]"
2-8804,"[{""video_id"":2,""sequence"":29859,""video_frame"":8804,""sequence_frame"":1032,""image_id"":""2-8804"",""annotations"":[]}]"
2-8805,"[{""video_id"":2,""sequence"":29859,""video_frame"":8805,""sequence_frame"":1033,""image_id"":""2-8805"",""annotations"":[]}]"
2-8806,"[{""video_id"":2,""sequence"":29859,""video_frame"":8806,""sequence_frame"":1034,""image_id"":""2-8806"",""annotations"":[]}]"
2-8807,"[{""video_id"":2,""sequence"":29859,""video_frame"":8807,""sequence_frame"":1035,""image_id"":""2-8807"",""annotations"":[]}]"
2-8808,"[{""video_id"":2,""sequence"":29859,""video_frame"":8808,""sequence_frame"":1036,""image_id"":""2-8808"",""annotations"":[]}]"
2-8809,"[{""video_id"":2,""sequence"":29859,""video_frame"":8809,""sequence_frame"":1037,""image_id"":""2-8809"",""annotations"":[]}]"
